src/architecture/langgraph/queen/components/PrincessDispatcherFacade.ts(181,20): error TS1109: Expression expected.
src/architecture/langgraph/queen/components/PrincessDispatcherFacade.ts(243,34): error TS1109: Expression expected.
src/architecture/langgraph/queen/components/QueenCommandProcessorFacade.ts(162,18): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/queen/components/QueenCommandProcessorFacade.ts(163,20): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/queen/components/QueenCommandProcessorFacade.ts(265,34): error TS1109: Expression expected.
src/architecture/langgraph/queen/components/QueenCommandProcessorFacade.ts(280,18): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/queen/components/QueenCommandProcessorFacade.ts(281,20): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/queen/components/QueenMetricsAggregatorFacade.ts(289,13): error TS1005: ':' expected.
src/architecture/langgraph/queen/components/QueenMetricsAggregatorFacade.ts(366,18): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/queen/components/QueenMetricsAggregatorFacade.ts(373,27): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/state-machines/PrincessStateMachineFacade.ts(250,36): error TS1109: Expression expected.
src/architecture/langgraph/state-machines/PrincessStateMachineFacade.ts(282,34): error TS1109: Expression expected.
src/architecture/langgraph/state-machines/PrincessStateMachineFacade.ts(287,34): error TS1109: Expression expected.
src/architecture/langgraph/state-machines/PrincessStateMachineFacade.ts(291,44): error TS1109: Expression expected.
src/architecture/langgraph/state-machines/PrincessStateMachineFacade.ts(296,50): error TS1109: Expression expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(15,53): error TS1005: '=>' expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(15,55): error TS1109: Expression expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(19,54): error TS1005: '=>' expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(19,56): error TS1109: Expression expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(37,77): error TS1109: Expression expected.
src/architecture/langgraph/testing/fsm/StateGuardsFacade.ts(38,79): error TS1109: Expression expected.
src/architecture/langgraph/testing/FSMValidationSuite.ts(607,41): error TS1005: ';' expected.
src/architecture/langgraph/testing/FSMValidationSuite.ts(607,63): error TS1005: ';' expected.
src/architecture/langgraph/testing/FSMValidationSuite.ts(607,121): error TS1005: ';' expected.
src/architecture/langgraph/testing/FSMValidationSuite.ts(607,143): error TS1005: ';' expected.
src/architecture/langgraph/testing/FSMValidationSuite.ts(607,200): error TS1002: Unterminated string literal.
src/architecture/langgraph/testing/PerformanceBenchmarksFacade.ts(10,44): error TS1005: '=>' expected.
src/architecture/langgraph/testing/PerformanceBenchmarksFacade.ts(10,46): error TS1109: Expression expected.
src/architecture/langgraph/testing/PerformanceBenchmarksFacade.ts(11,17): error TS1011: An element access expression should take an argument.
src/architecture/langgraph/testing/PerformanceBenchmarksFacade.ts(18,35): error TS1109: Expression expected.
src/architecture/langgraph/testing/PerformanceBenchmarksFacade.ts(27,36): error TS1109: Expression expected.
src/architecture/langgraph/types/fsm-types.ts(9,24): error TS1005: '=>' expected.
src/architecture/langgraph/types/fsm-types.ts(9,26): error TS1109: Expression expected.
src/architecture/langgraph/types/fsm-types.ts(9,32): error TS1109: Expression expected.
src/architecture/langgraph/types/fsm-types.ts(10,23): error TS1005: '=>' expected.
src/architecture/langgraph/types/fsm-types.ts(10,25): error TS1109: Expression expected.
src/architecture/langgraph/types/fsm-types.ts(10,31): error TS1109: Expression expected.
src/compliance/monitoring/ComplianceDriftDetectorFacade.ts(29,22): error TS1011: An element access expression should take an argument.
src/config/core/CompatibilityTransitionGuard.ts(7,35): error TS1109: Expression expected.
src/config/core/CompatibilityTransitionGuard.ts(7,59): error TS1109: Expression expected.
src/config/core/CompatibilityTransitionGuard.ts(7,67): error TS1005: ':' expected.
src/config/states/LegacyLoaderStateHandler.ts(7,35): error TS1109: Expression expected.
src/config/states/LegacyLoaderStateHandler.ts(7,59): error TS1109: Expression expected.
src/config/states/LegacyLoaderStateHandler.ts(7,67): error TS1005: ':' expected.
src/config/states/MigrationStateHandler.ts(7,35): error TS1109: Expression expected.
src/config/states/MigrationStateHandler.ts(7,59): error TS1109: Expression expected.
src/config/states/MigrationStateHandler.ts(7,67): error TS1005: ':' expected.
src/config/states/ValidationStateHandler.ts(7,35): error TS1109: Expression expected.
src/config/states/ValidationStateHandler.ts(7,59): error TS1109: Expression expected.
src/config/states/ValidationStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/core/DriftErrorHandler.ts(7,35): error TS1109: Expression expected.
src/context/core/DriftErrorHandler.ts(7,59): error TS1109: Expression expected.
src/context/core/DriftErrorHandler.ts(7,67): error TS1005: ':' expected.
src/context/core/DriftTransitionGuard.ts(7,35): error TS1109: Expression expected.
src/context/core/DriftTransitionGuard.ts(7,59): error TS1109: Expression expected.
src/context/core/DriftTransitionGuard.ts(7,67): error TS1005: ':' expected.
src/context/core/GitHubErrorHandler.ts(7,35): error TS1109: Expression expected.
src/context/core/GitHubErrorHandler.ts(7,59): error TS1109: Expression expected.
src/context/core/GitHubErrorHandler.ts(7,67): error TS1005: ':' expected.
src/context/core/GitHubTransitionGuard.ts(7,35): error TS1109: Expression expected.
src/context/core/GitHubTransitionGuard.ts(7,59): error TS1109: Expression expected.
src/context/core/GitHubTransitionGuard.ts(7,67): error TS1005: ':' expected.
src/context/core/ThresholdErrorHandler.ts(7,35): error TS1109: Expression expected.
src/context/core/ThresholdErrorHandler.ts(7,59): error TS1109: Expression expected.
src/context/core/ThresholdErrorHandler.ts(7,67): error TS1005: ':' expected.
src/context/core/ThresholdTransitionGuard.ts(7,35): error TS1109: Expression expected.
src/context/core/ThresholdTransitionGuard.ts(7,59): error TS1109: Expression expected.
src/context/core/ThresholdTransitionGuard.ts(7,67): error TS1005: ':' expected.
src/context/GitHubProjectIntegration.ts(7,35): error TS1109: Expression expected.
src/context/GitHubProjectIntegration.ts(7,59): error TS1109: Expression expected.
src/context/GitHubProjectIntegration.ts(7,67): error TS1005: ':' expected.
src/context/states/AdaptationStateHandler.ts(7,35): error TS1109: Expression expected.
src/context/states/AdaptationStateHandler.ts(7,59): error TS1109: Expression expected.
src/context/states/AdaptationStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/states/AdaptingStateHandler.ts(7,35): error TS1109: Expression expected.
src/context/states/AdaptingStateHandler.ts(7,59): error TS1109: Expression expected.
src/context/states/AdaptingStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/states/AnalyzingStateHandler.ts(7,35): error TS1109: Expression expected.
src/context/states/AnalyzingStateHandler.ts(7,59): error TS1109: Expression expected.
src/context/states/AnalyzingStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/states/CapturingStateHandler.ts(7,35): error TS1109: Expression expected.
src/context/states/CapturingStateHandler.ts(7,59): error TS1109: Expression expected.
src/context/states/CapturingStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/states/ConnectionStateHandler.ts(7,35): error TS1109: Expression expected.
src/context/states/ConnectionStateHandler.ts(7,59): error TS1109: Expression expected.
src/context/states/ConnectionStateHandler.ts(7,67): error TS1005: ':' expected.
src/context/states/InitializationStateHandler.ts(7,35): error TS1109: Expression expected.
